motif_number: 8	use motif: False
alibaba,2,default,HAD,test,AUC/f1/pr,0.832409460333,0.79190919674,0.882596078737,107.835989952
alibaba,2,default,SIGMOID,test,AUC/f1/pr,0.835638597213,0.794819557625,0.884165074137,107.835989952
motif_number: 8	use motif: False
alibaba,3,default,HAD,test,AUC/f1/pr,0.861038078858,0.808538163001,0.818898229895,145.47301507
alibaba,3,default,SIGMOID,test,AUC/f1/pr,0.861240300564,0.806382061233,0.823856374758,145.47301507
motif_number: 8	use motif: False
alibaba,4,default,HAD,test,AUC/f1/pr,0.842368645295,0.781098546042,0.841180800529,188.58701396
alibaba,4,default,SIGMOID,test,AUC/f1/pr,0.846424055423,0.786348949919,0.845769080374,188.58701396
motif_number: 8	use motif: False
alibaba,5,default,HAD,test,AUC/f1/pr,0.882579893162,0.8075998076,0.883122053745,256.217652082
alibaba,5,default,SIGMOID,test,AUC/f1/pr,0.876392362203,0.806156806157,0.873616814981,256.217652082
motif_number: 8	use motif: False
alibaba,6,default,HAD,test,AUC/f1/pr,0.823681027207,0.754758742807,0.834829674748,313.901382923
alibaba,6,default,SIGMOID,test,AUC/f1/pr,0.8257543825,0.754758742807,0.836740611942,313.901382923
motif_number: 8	use motif: False
alibaba,7,default,HAD,test,AUC/f1/pr,0.832883002512,0.765743073048,0.836886790305,350.027081013
alibaba,7,default,SIGMOID,test,AUC/f1/pr,0.832766141372,0.770061173084,0.837299431214,350.027081013
motif_number: 8	use motif: False
alibaba,8,default,HAD,test,AUC/f1/pr,0.808215557138,0.747169811321,0.82015893336,423.93235302
alibaba,8,default,SIGMOID,test,AUC/f1/pr,0.814690169989,0.756603773585,0.826693143797,423.93235302
motif_number: 8	use motif: False
alibaba,9,default,HAD,test,AUC/f1/pr,0.809749051944,0.750577367206,0.77301445946,488.107692003
alibaba,9,default,SIGMOID,test,AUC/f1/pr,0.809251316077,0.755658198614,0.775459867917,488.107692003
motif_number: 8	use motif: False
alibaba,10,default,HAD,test,AUC/f1/pr,0.804120622253,0.752097635393,0.811408487472,515.800908804
alibaba,10,default,SIGMOID,test,AUC/f1/pr,0.810825899026,0.754385964912,0.819229630772,515.800908804
motif_number: 8	use motif: False
alibaba,11,default,HAD,test,AUC/f1/pr,0.798599421253,0.745654162855,0.811035814318,564.682632923
alibaba,11,default,SIGMOID,test,AUC/f1/pr,0.802322690598,0.748398902104,0.815157659833,564.682632923


motif_number: 8	use motif: True
alibaba,2,default,HAD,test,AUC/f1/pr,0.890016479622,0.834982537835,0.877685065467,997.083050966
alibaba,2,default,SIGMOID,test,AUC/f1/pr,0.878210671843,0.833818393481,0.875262234691,997.083050966
motif_number: 8	use motif: True
alibaba,3,default,HAD,test,AUC/f1/pr,0.904271126962,0.846485554118,0.876226096639,1356.65384293
alibaba,3,default,SIGMOID,test,AUC/f1/pr,0.90919027454,0.848210435533,0.885172062287,1356.65384293
motif_number: 8	use motif: True
alibaba,4,default,HAD,test,AUC/f1/pr,0.879244299394,0.821486268174,0.846944407719,1752.26190615
alibaba,4,default,SIGMOID,test,AUC/f1/pr,0.880487412602,0.821082390953,0.849811426446,1752.26190615
motif_number: 8	use motif: True
alibaba,5,default,HAD,test,AUC/f1/pr,0.902400861035,0.835016835017,0.884811763427,2222.01177001
alibaba,5,default,SIGMOID,test,AUC/f1/pr,0.894002439938,0.825396825397,0.878263276521,2222.01177001
motif_number: 8	use motif: True
alibaba,6,default,HAD,test,AUC/f1/pr,0.830541980423,0.7600708278,0.841752425415,2762.58925605
alibaba,6,default,SIGMOID,test,AUC/f1/pr,0.829542878116,0.7600708278,0.840996991684,2762.58925605
motif_number: 8	use motif: True
alibaba,7,default,HAD,test,AUC/f1/pr,0.857965870332,0.788053256567,0.858060472319,3459.56787205
alibaba,7,default,SIGMOID,test,AUC/f1/pr,0.850048447197,0.785534364879,0.851581739823,3459.56787205
motif_number: 8	use motif: True
alibaba,10,default,HAD,test,AUC/f1/pr,0.860481718673,0.797864225782,0.841341162783,9523.69766998
alibaba,10,default,SIGMOID,test,AUC/f1/pr,0.843530450841,0.783371472159,0.830210127688,9523.69766998
